Mod:Item:MetaData, Localized Name
draconicevolution:energy_infuser, 能量注入器
draconicevolution:dislocator_receptacle, 移位收纳容器
draconicevolution:dislocator_pedestal, 传送符咒基座
draconicevolution:rain_sensor, 雨水传感器
draconicevolution:diss_enchanter, 祛魔台
draconicevolution:potentiometer, 电位计
draconicevolution:entity_detector:0, 实体探测器
draconicevolution:entity_detector:1, 高级实体探测器
draconicevolution:energy_storage_core, 能量核心
draconicevolution:energy_pylon, 能量塔
draconicevolution:invis_e_core_block, tile.draconicevolution:invis_e_core_block.name
draconicevolution:fusion_crafting_core, 聚合核心
draconicevolution:crafting_injector:0, 基础聚合注入器
draconicevolution:crafting_injector:1, 飞龙聚合注入器
draconicevolution:crafting_injector:2, 神龙聚合注入器
draconicevolution:crafting_injector:3, 混沌聚合注入器
draconicevolution:celestial_manipulator, 苍穹变换器
draconicevolution:energy_crystal:0, 基础能量中继水晶
draconicevolution:energy_crystal:1, 飞龙能量中继水晶
draconicevolution:energy_crystal:2, 神龙能量中继水晶
draconicevolution:energy_crystal:3, 基础能量端口水晶
draconicevolution:energy_crystal:4, 飞龙能量端口水晶
draconicevolution:energy_crystal:5, 神龙能量端口水晶
draconicevolution:energy_crystal:6, 基础无线能量水晶
draconicevolution:energy_crystal:7, 飞龙无线能量水晶
draconicevolution:energy_crystal:8, 神龙无线能量水晶
draconicevolution:flow_gate:0, 能量阀门
draconicevolution:flow_gate:8, 流体阀门
draconicevolution:reactor_core, 反应堆核心
draconicevolution:reactor_part:0, 反应堆稳定器框架
draconicevolution:reactor_part:1, 反应堆稳定器内转子
draconicevolution:reactor_part:2, 反应堆稳定器外转子
draconicevolution:reactor_part:3, 反应堆稳定器转子总成
draconicevolution:reactor_part:4, 反应堆稳定器聚焦环
draconicevolution:reactor_component:0, 反应堆稳定器
draconicevolution:reactor_component:1, 反应堆能量注入器
draconicevolution:draconic_spawner, 稳定刷怪笼
draconicevolution:draconium_chest, 龙箱
draconicevolution:chaos_crystal, 混沌水晶
draconicevolution:chaos_shard_atmos, tile.draconicevolution:chaos_shard_atmos.name
draconicevolution:creative_rf_source, 创造RF能源
draconicevolution:placed_item, tile.draconicevolution:placed_item.name
draconicevolution:draconium_dust, 龙尘
draconicevolution:draconium_ingot, 龙锭
draconicevolution:draconic_ingot, 觉醒龙锭
draconicevolution:draconic_core, 龙芯
draconicevolution:wyvern_core, 双足飞龙核心
draconicevolution:awakened_core, 觉醒核心
draconicevolution:chaotic_core, 混沌核心
draconicevolution:wyvern_energy_core, 飞龙能量核心
draconicevolution:draconic_energy_core, 神龙能量核心
draconicevolution:dragon_heart, 龙之心
draconicevolution:debugger, item.draconicevolution:debugger.name
draconicevolution:nugget:0, 龙粒
draconicevolution:nugget:1, 觉醒龙粒
draconicevolution:chaos_shard:0, 混沌碎片
draconicevolution:chaos_shard:1, 大的混乱碎片
draconicevolution:chaos_shard:2, 小的混乱碎片
draconicevolution:chaos_shard:3, 极小混乱碎片
draconicevolution:draconium_capacitor:0, 飞龙通量容器
draconicevolution:draconium_capacitor:0, 飞龙通量容器
draconicevolution:draconium_capacitor:0, 飞龙通量容器
draconicevolution:draconium_capacitor:1, 神龙通量容器
draconicevolution:draconium_capacitor:1, 神龙通量容器
draconicevolution:draconium_capacitor:1, 神龙通量容器
draconicevolution:draconium_capacitor:2, 创造通量容器
draconicevolution:wyvern_axe, 双足飞龙斧
draconicevolution:wyvern_bow, 双足飞龙弓
draconicevolution:wyvern_pick, 双足飞龙镐
draconicevolution:wyvern_shovel, 双足飞龙铲
draconicevolution:wyvern_sword, 双足飞龙剑
draconicevolution:draconic_axe, 神龙斧
draconicevolution:draconic_bow, 神龙弓
draconicevolution:draconic_hoe, 神龙锄
draconicevolution:draconic_pick, 神龙镐
draconicevolution:draconic_shovel, 神龙铲
draconicevolution:draconic_staff_of_power, 神龙之力权杖
draconicevolution:draconic_sword, 神龙剑
draconicevolution:tool_upgrade:0, 升级核心（RF容量）
draconicevolution:tool_upgrade:1, 升级核心（挖掘速度）
draconicevolution:tool_upgrade:2, 升级核心（范围挖掘）
draconicevolution:tool_upgrade:3, 升级核心（攻击伤害）
draconicevolution:tool_upgrade:4, 升级核心（范围攻击）
draconicevolution:tool_upgrade:5, 升级核心（箭矢伤害）
draconicevolution:tool_upgrade:6, 升级核心（拉弓速度）
draconicevolution:tool_upgrade:7, 升级核心（箭矢速度）
draconicevolution:tool_upgrade:8, 升级核心（护盾充能）
draconicevolution:tool_upgrade:9, 升级核心（护盾恢复）
draconicevolution:tool_upgrade:10, 升级核心（移动速度）
draconicevolution:tool_upgrade:11, 升级核心（跳跃提升）
draconicevolution:dislocator, 传送符咒
draconicevolution:dislocator_advanced, 高级传送符咒
draconicevolution:dislocator_bound:1, Bound Dislocator (Point to Point)
draconicevolution:dislocator_bound:2, Bound Dislocator (Player)
draconicevolution:magnet:0, 物品传送符咒
draconicevolution:magnet:1, 觉醒物品传送符咒
draconicevolution:crystal_binder, 水晶扳手
draconicevolution:wyvern_helm, 双足飞龙头盔
draconicevolution:wyvern_chest, 双足飞龙胸甲
draconicevolution:wyvern_legs, 双足飞龙护腿
draconicevolution:wyvern_boots, 双足飞龙靴子
draconicevolution:draconic_helm, 神龙头盔
draconicevolution:draconic_chest, 神龙胸甲
draconicevolution:draconic_legs, 神龙护腿
draconicevolution:draconic_boots, 神龙靴子
draconicevolution:info_tablet, 龙之进化信息板
draconicevolution:mob_soul, 生物灵魂
draconicevolution:creative_exchanger, 创造方块转换器
draconicevolution:ender_energy_manipulator, 末影操纵者
ic2:te:1, 工业TNT
ic2:te:2, 核弹
ic2:te:3, 火力发电机
ic2:te:4, 地热发电机
ic2:te:5, 动能发电机
ic2:te:6, 放射性同位素温差发电机
ic2:te:7, 半流质发电机
ic2:te:8, 太阳能发电机
ic2:te:9, 斯特林发电机
ic2:te:10, 水力发电机
ic2:te:11, 风力发电机
ic2:te:12, 电力加热机
ic2:te:13, 流体加热机
ic2:te:14, 放射性同位素温差加热机
ic2:te:15, 固体加热机
ic2:te:16, 电力动能发生机
ic2:te:17, 手摇动能发生机
ic2:te:18, 蒸汽动能发生机
ic2:te:19, 斯特林动能发生器
ic2:te:20, 水力动能发生机
ic2:te:21, 风力动能发生机
ic2:te:22, 核反应堆
ic2:te:23, 反应堆访问接口
ic2:te:24, 核反应仓
ic2:te:25, 反应堆流体接口
ic2:te:26, 反应堆红石接口
ic2:te:27, 冷凝机
ic2:te:28, 流体装罐机
ic2:te:29, 流体分配机
ic2:te:30, 流体流量调节机
ic2:te:31, 流体热交换机
ic2:te:32, 泵
ic2:te:33, 太阳能蒸馏机
ic2:te:34, 蒸汽机
ic2:te:35, 物品缓冲机
ic2:te:36, 日光灯
ic2:te:37, 磁化机
ic2:te:38, 电动分拣机
ic2:te:39, 传送机
ic2:te:40, 地形转换机 
ic2:te:41, 特斯拉线圈
ic2:te:42, 流体/固体装罐机
ic2:te:43, 压缩机
ic2:te:44, 电炉
ic2:te:45, 提取机
ic2:te:46, 铁炉
ic2:te:47, 打粉机
ic2:te:48, 回收机
ic2:te:49, 固体装罐机
ic2:te:50, 高炉
ic2:te:51, 方块切割机
ic2:te:52, 热能离心机
ic2:te:53, 发酵机
ic2:te:54, 感应炉
ic2:te:55, 金属成型机
ic2:te:56, 洗矿机
ic2:te:57, 高级采矿机
ic2:te:58, 作物收割机
ic2:te:59, 作物监管机
ic2:te:60, 采矿机
ic2:te:92, Mass Fabricator
ic2:te:93, UU Assembly Bench
ic2:te:61, 物质生成机
ic2:te:62, 模式存储机
ic2:te:63, 复制机
ic2:te:64, 模式扫描机
ic2:te:65, 能源交易机
ic2:te:66, 保险箱
ic2:te:67, 贸易箱
ic2:te:68, 充电座 (BatBox)
ic2:te:69, 充电座 (CESU)
ic2:te:70, 充电座 (MFE)
ic2:te:71, 充电座 (MFSU)
ic2:te:72, 储电箱
ic2:te:73, CESU储电箱
ic2:te:74, MFE储电箱
ic2:te:75, MFSU储电箱
ic2:te:76, 电解机
ic2:te:77, 低压变压器
ic2:te:78, 中压变压器
ic2:te:79, 高压变压器
ic2:te:80, 超高压变压器
ic2:te:81, 流体储存器
ic2:te:82, 区块加载器
ic2:te:83, 致密物品缓冲机
ic2:te:86, 创造模式发电器
ic2:te:87, 蒸汽 Re-Pressurizer
ic2:te:90, Weighted Fluid Distributor
ic2:te:91, Weighted Item Distributor
ic2:te:84, 反应堆冷却液注入器(RSH)
ic2:te:85, 反应堆冷却液注入器(LZH)
ic2:te:88, 工业工作台
ic2:te:89, 批量工作台
ic2:resource:0, 玄武石
ic2:resource:1, 铜矿石
ic2:resource:2, 铅矿石
ic2:resource:3, 锡矿石
ic2:resource:4, 铀矿石
ic2:resource:5, 青铜块
ic2:resource:6, 铜块
ic2:resource:7, 铅块
ic2:resource:8, 钢块
ic2:resource:9, 锡块
ic2:resource:10, 铀块
ic2:resource:11, 防爆石
ic2:resource:12, 基础机械外壳
ic2:resource:13, 高级机械外壳
ic2:resource:14, 核反应堆压力容器
ic2:resource:15, 银块
ic2:leaves, ic2.leaves.name
ic2:rubber_wood, ic2.rubber_wood.name
ic2:sapling, ic2.sapling.rubber.name
ic2:scaffold:0, 脚手架
ic2:scaffold:1, 强化脚手架
ic2:scaffold:2, 铁质脚手架
ic2:scaffold:3, 强化铁质脚手架
ic2:fence:0, 铁栅栏
ic2:sheet:0, 树脂垫
ic2:sheet:1, 橡胶垫
ic2:sheet:2, 羊毛垫
ic2:glass:0, 防爆玻璃
ic2:foam:0, 建筑泡沫
ic2:foam:1, 强化建筑泡沫
ic2:wall:0, 建筑泡沫墙(黑色)
ic2:wall:1, 建筑泡沫墙(蓝色)
ic2:wall:2, 建筑泡沫墙(棕色)
ic2:wall:3, 建筑泡沫墙(青色)
ic2:wall:4, 建筑泡沫墙(灰色)
ic2:wall:5, 建筑泡沫墙(绿色)
ic2:wall:6, 建筑泡沫墙(浅蓝色)
ic2:wall:7, 建筑泡沫墙(浅灰色)
ic2:wall:8, 建筑泡沫墙(柠檬色)
ic2:wall:9, 建筑泡沫墙(品红色)
ic2:wall:10, 建筑泡沫墙(橙色)
ic2:wall:11, 建筑泡沫墙(粉色)
ic2:wall:12, 建筑泡沫墙(紫色)
ic2:wall:13, 建筑泡沫墙(红色)
ic2:wall:14, 建筑泡沫墙(白色)
ic2:wall:15, 建筑泡沫墙(黄色)
ic2:mining_pipe:0, 采矿管道
ic2:reinforced_door, ic2.reinforced_door.name
ic2:uu_matter, ic2.uu_matter.name
ic2:construction_foam, ic2.construction_foam.name
ic2:coolant, ic2.coolant.name
ic2:hot_coolant, ic2.hot_coolant.name
ic2:pahoehoe_lava, ic2.pahoehoe_lava.name
ic2:biomass, ic2.biomass.name
ic2:biogas, ic2.biogas.name
ic2:distilled_water, ic2.distilled_water.name
ic2:superheated_steam, ic2.superheated_steam.name
ic2:steam, ic2.steam.name
ic2:hot_water, ic2.hot_water.name
ic2:weed_ex, ic2.weed_ex.name
ic2:air, ic2.air.name
ic2:hydrogen, ic2.hydrogen.name
ic2:oxygen, ic2.oxygen.name
ic2:heavy_water, ic2.heavy_water.name
ic2:advanced_batpack, ic2.advanced_batpack.name
ic2:alloy_chestplate, ic2.alloy_chestplate.name
ic2:batpack, ic2.batpack.name
ic2:bronze_boots, ic2.bronze_boots.name
ic2:bronze_chestplate, ic2.bronze_chestplate.name
ic2:bronze_helmet, ic2.bronze_helmet.name
ic2:bronze_leggings, ic2.bronze_leggings.name
ic2:cf_pack, ic2.cf_pack.name
ic2:energy_pack, ic2.energy_pack.name
ic2:hazmat_chestplate, ic2.hazmat_chestplate.name
ic2:hazmat_helmet, ic2.hazmat_helmet.name
ic2:hazmat_leggings, ic2.hazmat_leggings.name
ic2:jetpack, ic2.jetpack.name
ic2:jetpack_electric, ic2.jetpack_electric.name
ic2:lappack, ic2.lappack.name
ic2:nano_boots, ic2.nano_boots.name
ic2:nano_chestplate, ic2.nano_chestplate.name
ic2:nano_helmet, ic2.nano_helmet.name
ic2:nano_leggings, ic2.nano_leggings.name
ic2:nightvision_goggles, ic2.nightvision_goggles.name
ic2:quantum_boots, ic2.quantum_boots.name
ic2:quantum_chestplate, ic2.quantum_chestplate.name
ic2:quantum_helmet, ic2.quantum_helmet.name
ic2:quantum_leggings, ic2.quantum_leggings.name
ic2:rubber_boots, ic2.rubber_boots.name
ic2:solar_helmet, ic2.solar_helmet.name
ic2:static_boots, ic2.static_boots.name
ic2:boat:0, 损坏的橡皮艇
ic2:boat:1, 橡皮艇
ic2:boat:2, 碳纤维轻艇
ic2:boat:3, 电动艇
ic2:barrel, ic2.barrel.name
ic2:mug:0, 石杯
ic2:mug:1, 冷咖啡
ic2:mug:2, 黑咖啡
ic2:mug:3, 咖啡
ic2:booze_mug, ic2.booze_mug.name
ic2:crushed:0, 粉碎铜矿石
ic2:crushed:1, 粉碎金矿石
ic2:crushed:2, 粉碎铁矿石
ic2:crushed:3, 粉碎铅矿石
ic2:crushed:4, 粉碎银矿石
ic2:crushed:5, 粉碎锡矿石
ic2:crushed:6, 粉碎铀矿石
ic2:purified:0, 纯净的粉碎铜矿石
ic2:purified:1, 纯净的粉碎金矿石
ic2:purified:2, 纯净的粉碎铁矿石
ic2:purified:3, 纯净的粉碎铅矿石
ic2:purified:4, 纯净的粉碎银矿石
ic2:purified:5, 纯净的粉碎锡矿石
ic2:purified:6, 纯净的粉碎铀矿石
ic2:dust:0, 青铜粉
ic2:dust:1, 粘土粉
ic2:dust:2, 煤粉
ic2:dust:3, 湿煤粉
ic2:dust:4, 铜粉
ic2:dust:5, 钻石粉
ic2:dust:6, 能量水晶粉
ic2:dust:7, 金粉
ic2:dust:8, 铁粉
ic2:dust:9, 青金石粉
ic2:dust:10, 铅粉
ic2:dust:11, 锂粉
ic2:dust:12, 黑曜石粉
ic2:dust:13, 二氧化硅粉
ic2:dust:14, 银粉
ic2:dust:15, 石粉
ic2:dust:16, 硫粉
ic2:dust:17, 锡粉
ic2:dust:18, 小撮青铜粉
ic2:dust:19, 小撮铜粉
ic2:dust:20, 小撮金粉
ic2:dust:21, 小撮铁粉
ic2:dust:22, 小撮青金石粉
ic2:dust:23, 小撮铅粉
ic2:dust:24, 小撮锂粉
ic2:dust:25, 小撮黑曜石粉
ic2:dust:26, 小撮银粉
ic2:dust:27, 小撮硫粉
ic2:dust:28, 小撮锡粉
ic2:dust:29, 氢氧化锡粉
ic2:ingot:0, 合金锭
ic2:ingot:1, 青铜锭
ic2:ingot:2, 铜锭
ic2:ingot:3, 铅锭
ic2:ingot:4, 银锭
ic2:ingot:5, 钢锭
ic2:ingot:6, 锡锭
ic2:plate:0, 青铜板
ic2:plate:1, 铜板
ic2:plate:2, 金板
ic2:plate:3, 铁板
ic2:plate:4, 青金石板
ic2:plate:5, 铅板
ic2:plate:6, 黑曜石板
ic2:plate:7, 钢板
ic2:plate:8, 锡板
ic2:plate:9, 致密青铜板
ic2:plate:10, 致密铜板
ic2:plate:11, 致密金板
ic2:plate:12, 致密铁板
ic2:plate:13, 致密青金石板
ic2:plate:14, 致密铅板
ic2:plate:15, 致密黑曜石板
ic2:plate:16, 致密钢板
ic2:plate:17, 致密锡板
ic2:casing:0, 青铜外壳
ic2:casing:1, 铜质外壳
ic2:casing:2, 黄金外壳
ic2:casing:3, 铁质外壳
ic2:casing:4, 铅质外壳
ic2:casing:5, 钢质外壳
ic2:casing:6, 锡质外壳
ic2:nuclear:0, 浓缩铀核燃料
ic2:nuclear:1, 铀-235
ic2:nuclear:2, 铀-238
ic2:nuclear:3, 钚
ic2:nuclear:4, 钚铀混合氧化物核燃料(MOX)
ic2:nuclear:5, 小撮铀-235
ic2:nuclear:6, 小撮铀-238
ic2:nuclear:7, 小撮钚
ic2:nuclear:8, 浓缩铀核燃料靶丸
ic2:nuclear:9, 钚铀混合氧化物核燃料靶丸(MOX)
ic2:nuclear:10, 放射性同位素燃料靶丸
ic2:nuclear:11, 燃料棒(枯竭铀)
ic2:nuclear:12, 双联燃料棒(枯竭铀)
ic2:nuclear:13, 四联燃料棒(枯竭铀)
ic2:nuclear:14, 燃料棒 (枯竭MOX)
ic2:nuclear:15, 双联燃料棒(枯竭MOX)
ic2:nuclear:16, 四联燃料棒(枯竭MOX)
ic2:misc_resource:0, 灰烬
ic2:misc_resource:1, 铱矿石
ic2:misc_resource:2, 铱碎片
ic2:misc_resource:3, UU物质
ic2:misc_resource:4, 粘性树脂
ic2:misc_resource:5, 渣渣
ic2:misc_resource:6, 碘
ic2:misc_resource:7, Water
ic2:misc_resource:8, Lava
ic2:crafting:0, 橡胶
ic2:crafting:1, 电路板
ic2:crafting:2, 高级电路板
ic2:crafting:3, 高级合金
ic2:crafting:4, 强化铱板
ic2:crafting:5, 线圈
ic2:crafting:6, 电动马达
ic2:crafting:7, 热传导器
ic2:crafting:8, 铜锅炉
ic2:crafting:9, 燃料棒(空)
ic2:crafting:10, 锡罐(空)
ic2:crafting:11, 小型驱动把手
ic2:crafting:12, 驱动把手
ic2:crafting:13, 粗制碳网
ic2:crafting:14, 粗制碳板
ic2:crafting:15, 碳板
ic2:crafting:16, 煤球
ic2:crafting:17, 压缩煤球
ic2:crafting:18, 煤块
ic2:crafting:19, 工业钻石
ic2:crafting:20, 植物球
ic2:crafting:21, 糠
ic2:crafting:23, 废料
ic2:crafting:24, 废料盒
ic2:crafting:25, 建筑泡沫粉
ic2:crafting:27, (粗制)模式存储水晶
ic2:crafting:29, 铁柄(铁)
ic2:crafting:30, 铁柄(钢)
ic2:crafting:31, 木扇叶
ic2:crafting:32, 铁扇叶
ic2:crafting:33, 钢扇叶
ic2:crafting:34, 碳扇叶
ic2:crafting:35, 蒸汽涡轮扇叶
ic2:crafting:36, 蒸汽涡轮
ic2:crafting:37, 喷射背包连接部件
ic2:crafting:38, 工业货币
ic2:block_cutting_blade:0, 切割锯片(铁)
ic2:block_cutting_blade:1, 切割锯片(钢)
ic2:block_cutting_blade:2, 切割锯片(钻石)
ic2:upgrade_kit:0, MFSU升级组件
ic2:crop_stick, ic2.crop_stick.name
ic2:crop_res:0, 咖啡豆
ic2:crop_res:1, 咖啡粉
ic2:crop_res:2, 肥料
ic2:crop_res:3, 蛤蛤粉
ic2:crop_res:4, 啤酒花
ic2:crop_res:5, 杂草
ic2:terra_wart, ic2.terra_wart.name
ic2:cropnalyzer, ic2.cropnalyzer.name
ic2:re_battery, ic2.re_battery.name
ic2:advanced_re_battery, ic2.advanced_re_battery.name
ic2:energy_crystal, ic2.energy_crystal.name
ic2:lapotron_crystal, ic2.lapotron_crystal.name
ic2:single_use_battery, ic2.single_use_battery.name
ic2:charging_re_battery, ic2.charging_re_battery.name
ic2:advanced_charging_re_battery, ic2.advanced_charging_re_battery.name
ic2:charging_energy_crystal, ic2.charging_energy_crystal.name
ic2:charging_lapotron_crystal, ic2.charging_lapotron_crystal.name
ic2:heat_storage, ic2.heat_storage.name
ic2:tri_heat_storage, ic2.tri_heat_storage.name
ic2:hex_heat_storage, ic2.hex_heat_storage.name
ic2:plating, ic2.plating.name
ic2:heat_plating, ic2.heat_plating.name
ic2:containment_plating, ic2.containment_plating.name
ic2:heat_exchanger, ic2.heat_exchanger.name
ic2:reactor_heat_exchanger, ic2.reactor_heat_exchanger.name
ic2:component_heat_exchanger, ic2.component_heat_exchanger.name
ic2:advanced_heat_exchanger, ic2.advanced_heat_exchanger.name
ic2:heat_vent, ic2.heat_vent.name
ic2:reactor_heat_vent, ic2.reactor_heat_vent.name
ic2:overclocked_heat_vent, ic2.overclocked_heat_vent.name
ic2:component_heat_vent, ic2.component_heat_vent.name
ic2:advanced_heat_vent, ic2.advanced_heat_vent.name
ic2:neutron_reflector, ic2.neutron_reflector.name
ic2:thick_neutron_reflector, ic2.thick_neutron_reflector.name
ic2:iridium_reflector, ic2.iridium_reflector.name
ic2:rsh_condensator, ic2.rsh_condensator.name
ic2:lzh_condensator, ic2.lzh_condensator.name
ic2:heatpack, ic2.heatpack.name
ic2:uranium_fuel_rod, ic2.uranium_fuel_rod.name
ic2:dual_uranium_fuel_rod, ic2.dual_uranium_fuel_rod.name
ic2:quad_uranium_fuel_rod, ic2.quad_uranium_fuel_rod.name
ic2:mox_fuel_rod, ic2.mox_fuel_rod.name
ic2:dual_mox_fuel_rod, ic2.dual_mox_fuel_rod.name
ic2:quad_mox_fuel_rod, ic2.quad_mox_fuel_rod.name
ic2:lithium_fuel_rod, ic2.lithium_fuel_rod.name
ic2:depleted_isotope_fuel_rod, ic2.depleted_isotope_fuel_rod.name
ic2:tfbp:0, 地形转换模板-空白
ic2:tfbp:1, 地形转换模板-冰原
ic2:tfbp:2, 地形转换模板-耕地
ic2:tfbp:3, 地形转换模板-沙漠
ic2:tfbp:4, 地形转换模板-平地
ic2:tfbp:5, 地形转换模板-灌溉
ic2:tfbp:6, 地形转换模板-蘑菇
ic2:bronze_axe, ic2.bronze_axe.name
ic2:bronze_hoe, ic2.bronze_hoe.name
ic2:bronze_pickaxe, ic2.bronze_pickaxe.name
ic2:bronze_shovel, ic2.bronze_shovel.name
ic2:bronze_sword, ic2.bronze_sword.name
ic2:cutter, ic2.cutter.name
ic2:debug_item, ic2.debug_item.name
ic2:foam_sprayer:0, 建筑泡沫喷枪
ic2:foam_sprayer:0, 建筑泡沫喷枪
ic2:forge_hammer, ic2.forge_hammer.name
ic2:frequency_transmitter, ic2.frequency_transmitter.name
ic2:meter, ic2.meter.name
ic2:tool_box, ic2.tool_box.name
ic2:treetap, ic2.treetap.name
ic2:wrench, ic2.wrench.name
ic2:containment_box, ic2.containment_box.name
ic2:weeding_trowel, ic2.weeding_trowel.name
